id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
32450400,https://www.airbnb.com/rooms/32450400,Moroccan Sands,"This is a 4  bedroom home located on a quite tree lined block. There is one large brm that can host 4 guests and 3 other cozy rooms. All rooms have large windows which floods the rooms with lots of natural light. My house is close to the night life and is a 5 minute drive from dwntwn. There are several bars and breweries close by, 9 minutes from the Governor's Mansion and 7 minutes from  City Hall. My home is great for couples, single adventurers, international students and business travelers.",97330032,Sherrell,29/09/16,"Albany, NY",N/A,N/A,N/A,f,1,1,"['email', 'phone']",Private room in home,Private room,4,1,1 shared bath,2,2,0,
32993402,https://www.airbnb.com/rooms/32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,"2-bedroom 1st floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, Times Union Center, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).<br /><br />Accommodates up to 6 NON-SMOKING guests.<br />Toiletries included. <br /><br />Save & BOOK this apartment today!<br />Message me anytime. Hope to welcome you soon!<br /><br />-Earl",44434571,Earl,17/09/15,,within an hour,100%,99%,f,7,7,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,2,3,420,4.68
33558235,https://www.airbnb.com/rooms/33558235,"Historic, Spacious & Fun 2BR Apt @ Downtown Albany","BOOK this 2-bedroom 2nd floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Med, Times Union Center, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87). <br /><br />Accommodates up to 6 NON-SMOKING guests.<br />Toiletries included.<br /><br />Save & BOOK this trendy suite w/ deck today!<br />Message me anytime. Hope to welcome you soon!<br /><br />-Earl",44434571,Earl,17/09/15,,within an hour,100%,99%,f,7,7,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,2,2,420,4.75
34330970,https://www.airbnb.com/rooms/34330970,Muhammed Ali Lounge & Pool Hall ⬢⬡,This unique apartment is designed after the rich boxing history of Mohammed Ali in the old Public School 14 Building. <br /><br />Nearby<br />￮ 3 Min to Times Union Center<br />￮ 5 Min to Albany Law<br />￮ 7 Min to Palace Theater <br />￮ 10-15 min to SUNY & St. Rose<br /><br />Ask us for more info!<br /><br />Airports<br />￮ 18 Min to Albany International Airport<br /><br />Amenities<br />￮ Full-sized Pool Table<br />￮ Designer Curated Aesthetics<br />￮ Wide-Open for Mingling<br />￮ King Bed<br />￮ Work Station<br />￮ Yoga Station<br /><br />Listing<br />￮ Entire Apartment for 4-6,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,2,3,283,4.76
35793179,https://www.airbnb.com/rooms/35793179,Cozy Bedroom in Historic Residential Home,"Urban Oasis!  2nd Floor guest bedroom in residential home.  Shared entrance.  Shared bath with one other guest room.  Use of kitchen and washer/dryer. Street parking.  Use of driveway, if necessary.  Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown.",15223767,Ed,07/05/14,"Albany, NY",within an hour,100%,92%,t,3,3,"['email', 'phone', 'work_email']",Private room in home,Private room,2,1,1 shared bath,1,1,174,4.98
35914565,https://www.airbnb.com/rooms/35914565,The Poker Room ♤ Downtown Albany,"Escape to an ultra-modern blackjack lounge with this unique studio for two. Located in the heart of central downtown Albany, you're only minutes away from the Times Union Center and major tourist attractions.<br /><br />Or, stay here while you visit your kids at nearby SUNY Albany, Saint Rose, and other colleges - then come back to your room in style.",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,290,4.8
36443605,https://www.airbnb.com/rooms/36443605,Sophisticated Retreat: 2BR in heart of Albany,"This newly renovated 2BR/1BA apartment, situated on the first floor of a two-family house, offers sophistication and space. Enjoy a separate entrance and convenient location in downtown Albany, with grocery stores, restaurants, bars, nightlife, hospitals, and parks just steps away. With public transportation and ample street parking nearby, this is the perfect place to call home.",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,54,4.8
38321579,https://www.airbnb.com/rooms/38321579,Comfy and quiet,The room is large with Western exposure giving more bright light in the afternoons. There is a desk for working and a closet and dresser. The room is filled with original art.,172223381,Diana,07/02/18,"Albany, NY",within an hour,100%,100%,t,2,2,"['email', 'phone']",Private room in home,Private room,1,1.5,1.5 shared baths,1,1,345,4.98
39093517,https://www.airbnb.com/rooms/39093517,Secure Albany Stay w/ Workspace & Free Parking,"Discover unmatched safety and comfort in Albany's historic Center Square. Our meticulously sanitized brownstone, located near Albany Med and walking distance to State Offices, is perfect for guests aged 25+ and non-smokers seeking a serene and secure retreat. Enjoy the convenience of a private parking spot just a short walk in back of the building and take advantage of our strategic location for easy access to Saratoga, Lake George, and downtown Albany.",299638115,Dominick And Flerida,03/10/19,"Albany, NY",within an hour,100%,100%,f,3,3,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,4,1,1 bath,2,1,40,4.75
39698576,https://www.airbnb.com/rooms/39698576,Spacious Designer 1-Bed Near Albany Med,"Just moments from Albany Medical Center, this renovated 1-bedroom apartment exudes brightness and is tastefully furnished with high-end designer furniture and decor, ensuring a delightful living experience. Situated on one of the area’s finest blocks of classic Victorian mansions, this building stands as a beacon of elegance. With proximity to Albany Medical Center, universities, and more, the location is truly unbeatable.",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,1,23,4.61
39836487,https://www.airbnb.com/rooms/39836487,Completely Renovated Center Square Top FL Studio,"Completely renovated a beautiful studio apartment. Walking distance to downtown Albany, Empire State Plaza, Times Union Center, the Egg, the Capital, Albany Medical Center, Albany College of Law and Albany College of Pharmacy.",306508346,Adem,03/11/19,"Albany, NY",within an hour,100%,100%,f,1,2,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,2,1,1 bath,0,1,287,4.67
39864828,https://www.airbnb.com/rooms/39864828,Stunning Bungalo-style Loft in downtown Albany,"Located in the heart of Albany's ""Warehouse District"", this spacious loft is the perfect stay for a work trip or a pleasurable visit to Albany!  I live upstairs and am proud to offer such a beautiful, clean, living space for your trip.  I feel like this loft has really good energy and you will be very happy staying there.  -Matt",10313615,Matthew,28/11/13,"Albany, NY",within an hour,100%,100%,t,1,2,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,2,228,4.94
40491172,https://www.airbnb.com/rooms/40491172,"Renovated, private parking,location, washer dryer!",,152762198,Allen,30/09/17,"Albany, NY",within an hour,100%,99%,t,9,17,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,3,111,4.9
40828178,https://www.airbnb.com/rooms/40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,WELCOME! Our listing is designed with the business or casual traveler in mind This 2nd floor suite will give you all the comforts of home! Quiet residential area for nice walks and great restaurants. Close to all the highways as well. All bedding & pillow cases have PREMIUM protective covers on them at all times so feel completely safe and protected. All remotes and light switches are wiped down with Clorox wipes after each guest.<br /><br />((IMPORTANT)) NO PARTIES or SMOKING in or around the home,47491906,Lloyd,26/10/15,"Albany, NY",within an hour,100%,86%,t,2,5,"['email', 'phone']",Entire home,Entire home/apt,4,1,1 bath,1,2,167,4.99
40897436,https://www.airbnb.com/rooms/40897436,Historic Home Away from Home,"Charming space in a historic row house with everything you need to be right at home. 2 blocks from the Capitol and walking distance to restaurants, concert venues, coffeeshops, salons, a playground, yoga studios, the public library, and places of worship. <br /><br />The nearly 200 year old home (1834) is close to Lark Street, the Egg, the Legislature, the Palace Theatre, and Washington Park. Concerts, conferences, even a short ride to the countryside are all good reasons to book here.",50283047,Ellen,01/12/15,,within an hour,100%,86%,t,1,2,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2,2,31,4.74
41319631,https://www.airbnb.com/rooms/41319631,Modern Carriage in the Heart of Albany,"Welcome to our updated carriage house tucked into the heart of Albany.  Near it all while avoiding a lot of the city traffic.  This 2 bedroom, 1.5 bath home boasts a rooftop deck, sunroom, and private garden as well as a gas fireplace and projector for entertainment.  Tile and hardwood floors throughout, the second bedroom also has an available miniMac computer with 3 monitor display.    Just minutes walk from the Empire State Plaza, Albany Med Hospital, and the Lark Street corridor of Albany.",59864591,Daniel,22/02/16,"Albany, NY",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'work_email']",Entire home,Entire home/apt,4,1.5,1.5 baths,2,2,4,5
42009788,https://www.airbnb.com/rooms/42009788,Center Square Sanctuary: Private 2-Bedroom Gem,"Indulge in modern luxury and sophistication in this tastefully updated 2-bedroom townhouse-style apartment. With chic designer furnishings and modern amenities, your private porch entrance welcomes you home to elegance. Located on one of Center Square's most picturesque streets, enjoy easy access to fabulous dining, iconic landmarks, and vibrant nightlife. Experience the convenience of city living, just a mile from Albany Medical Center and St. Peter’s Hospital.",188679144,Elizabeth,09/05/18,,within a few hours,97%,23%,t,9,9,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,23,4.74
42092736,https://www.airbnb.com/rooms/42092736,Private Bedroom in Cozy Ranch Home,"Quiet inviting space in a city neighborhood with a suburban feel. Close to area hospitals, colleges, eateries, and malls. Close proximity to highways makes commuting throughout the Capital Region simple from my home.",41400541,John,13/08/15,"Albany, NY",within an hour,100%,95%,t,1,5,"['email', 'phone']",Private room in home,Private room,2,1,1 shared bath,1,1,177,4.92
42389085,https://www.airbnb.com/rooms/42389085,Charming Apt w/Patio: Walk to Downtown Albany,"Fall in love with Upstate New York when you stay in this 1-bed, 1-bath vacation rental, located in the Historic Ten Broeck Triangle neighborhood of the Arbor Hill Historic District. The home is in walking distance to the Hudson River, Jennings Landing, and the historic Palace Theater! Check out the Ten Broeck Mansion, attend a horse race at the Saratoga Race Course, or catch an event at the Times Union Center. The apartment is equipped with ample space for outdoor relaxation and indoor coziness.",121680792,Evolve,20/03/17,United States,within an hour,100%,99%,f,1208,2310,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,2,2,3
42391372,https://www.airbnb.com/rooms/42391372,Central Albany Apartment: Walk to State Capitol!,"This 3-bedroom, 1-bath Empire State apartment serves up not only all the comforts of home, but also an ideal location. Energize your days with a cup of coffee in the comfort of your own vacation rental, before heading out to explore the New York State Museum, Irish American Heritage Museum, and even the Albany Institute of History & Art. Later, head to Pizzeria Sapienza for a slice of true New York pie, or slurp down some oysters at Jack’s Oyster House!",121680792,Evolve,20/03/17,United States,within an hour,100%,99%,f,1208,2310,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,3,3,27,3.96
42567833,https://www.airbnb.com/rooms/42567833,Homey,Great please safe neighborhood,339085327,Arkady,26/02/20,,N/A,N/A,N/A,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,3,3,0,
